code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
002113,2019-02-12,2019-02-22,3.32,3.6340000000000003,0.0945783132530122,0.0910783132530122,10,移动止盈
600058,2019-02-27,2019-03-08,7.77,8.0868,0.04077220077220085,0.03727220077220085,9,移动止盈
002089,2019-02-13,2019-02-21,4.5,4.8668000000000005,0.08151111111111121,0.07801111111111121,8,移动止盈
600119,2019-02-20,2019-02-25,6.47,6.651600000000001,0.02806800618238042,0.02456800618238042,5,移动止盈
600119,2019-04-08,2019-04-15,8.16,8.1144,-0.005588235294117685,-0.009088235294117685,7,移动止盈
603618,2019-02-25,2019-03-08,6.75,6.421600000000001,-0.04865185185185176,-0.05215185185185176,11,移动止盈
002669,2019-02-15,2019-02-26,12.6,13.064,0.03682539682539686,0.033325396825396855,11,移动止盈
601616,2019-02-18,2019-03-06,3.95,4.3056,0.09002531645569618,0.08652531645569618,16,移动止盈
001270,2022-07-19,2022-07-25,93.8,110.308,0.1759914712153519,0.1724914712153519,6,移动止盈
600293,2019-02-27,2019-03-07,4.52,4.922,0.08893805309734518,0.08543805309734517,8,移动止盈
603903,2019-02-27,2019-03-14,22.9,22.3652,-0.023353711790392886,-0.026853711790392885,15,移动止盈
002479,2019-02-27,2019-03-26,5.18,5.437200000000001,0.04965250965250984,0.04615250965250984,27,移动止盈
603500,2019-02-20,2019-03-08,12.18,12.4476,0.02197044334975368,0.01847044334975368,16,移动止盈
002972,2020-02-19,2020-02-28,23.9,24.2788,0.015849372384937315,0.012349372384937315,9,移动止盈
600614,2019-02-21,2019-02-26,6.3125,6.6976,0.06100594059405948,0.057505940594059474,5,移动止盈
600686,2019-02-27,2019-03-08,8.67,8.602,-0.007843137254901917,-0.011343137254901917,9,移动止盈
000751,2019-02-27,2019-03-07,3.77,3.9836,0.056657824933687005,0.053157824933687,8,移动止盈
002656,2019-02-26,2019-03-04,6.35,7.4336,0.17064566929133868,0.16714566929133867,6,移动止盈
