code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
000526,2019-02-20,2019-02-25,21.6,23.0,0.06481481481481474,0.06131481481481474,5,移动止盈
000528,2019-03-19,2019-03-26,8.08,7.4428,-0.07886138613861386,-0.08236138613861387,7,移动止盈
000529,2019-02-21,2019-02-26,6.4,6.467600000000001,0.010562500000000086,0.007062500000000086,5,移动止盈
000532,2019-02-20,2019-02-27,10.89,11.73,0.0771349862258953,0.0736349862258953,7,移动止盈
000533,2019-02-14,2019-02-19,2.95,3.1556,0.06969491525423728,0.06619491525423728,5,移动止盈
000537,2019-02-20,2019-03-08,7.65,8.399600000000001,0.09798692810457528,0.09448692810457528,16,移动止盈
000537,2019-04-02,2019-04-09,10.09,9.7796,-0.030763131813676865,-0.034263131813676864,7,移动止盈
000538,2019-02-12,2019-03-14,83.44,84.6,0.013902205177372923,0.010402205177372923,30,时间止盈
000540,2019-04-03,2019-04-08,5.09,5.014,-0.014931237721021538,-0.018431237721021537,5,移动止盈
000543,2019-02-27,2019-03-26,5.49,5.4096,-0.014644808743169403,-0.018144808743169403,27,移动止盈
000544,2019-02-27,2019-03-08,5.86,5.9524,0.01576791808873713,0.012267918088737131,9,移动止盈
000544,2019-04-18,2019-04-25,6.93,7.2496,0.04611832611832617,0.042618326118326166,7,移动止盈
000545,2019-02-27,2019-03-11,3.69,4.002,0.08455284552845524,0.08105284552845524,12,移动止盈
000548,2019-02-27,2019-03-11,4.92,4.9312000000000005,0.0022764227642277524,-0.0012235772357722476,12,移动止盈
000548,2019-04-02,2019-04-23,5.44,5.3268,-0.020808823529411758,-0.024308823529411758,21,移动止盈
000550,2019-02-13,2019-02-27,16.57,17.387999999999998,0.04936632468316221,0.04586632468316221,14,移动止盈
000550,2019-04-02,2019-04-08,23.6,25.8796,0.09659322033898299,0.09309322033898298,6,移动止盈
000551,2019-02-27,2019-03-08,6.7,6.8908000000000005,0.02847761194029855,0.02497761194029855,9,移动止盈
000552,2019-02-27,2019-03-07,3.05,3.266,0.0708196721311476,0.0673196721311476,8,移动止盈
000552,2019-04-02,2019-04-24,3.23,3.2568,0.00829721362229107,0.004797213622291071,22,移动止盈
000553,2019-02-22,2019-03-08,10.91,11.003200000000001,0.008542621448212766,0.005042621448212766,14,移动止盈
000553,2019-04-03,2019-04-10,12.49,12.9812,0.039327461969575594,0.03582746196957559,7,移动止盈
000554,2019-02-27,2019-03-08,5.75,5.8604,0.019200000000000047,0.015700000000000047,9,移动止盈
000555,2019-02-19,2019-03-05,11.14,12.0612,0.08269299820466776,0.07919299820466776,14,移动止盈
000557,2019-02-27,2019-03-08,4.06,4.2688,0.051428571428571455,0.04792857142857145,9,移动止盈
